Album,Artist,Week,Rank
Their Satanic Majesties Request,The Rolling Stones,4,2
"Pisces, Aquarius, Capricorn, And Jones Ltd.",The Monkees,4,3
Diana Ross And The Supremes Greatest Hits,Diana Ross & The Supremes,4,4
Herb Alpert's Ninth,Herb Alpert & The Tijuana Brass,4,5
Sgt. Pepper's Lonely Hearts Club Band,The Beatles,4,6
Disraeli Gears,Cream,4,7
"Love, Andy",Andy Williams,4,8
Farewell To The First Golden Era,The Mamas & The Papas,4,9
The Turtles! Golden Hits,The Turtles,4,10
"Dionne Warwick's Golden Hits, Part One",Dionne Warwick,4,11
Camelot,Soundtrack,4,12
It Must Be Him,Vikki Carr,4,13
The Last Waltz,Engelbert Humperdinck,4,14
Doctor Zhivago,Soundtrack,4,15
A Day In The Life,Wes Montgomery,4,16
After Bathing At Baxter's,Jefferson Airplane,4,17
The Sound Of Music,Soundtrack,4,18
Are You Experienced?,Jimi Hendrix,4,19
The Temptations Greatest Hits,The Temptations,4,20
Simply Streisand,Barbra Streisand,4,21
Strange Days,The Doors,4,22
Incense And Peppermints,Strawberry Alarm Clock,4,23
The Temptations In A Mellow Mood,The Temptations,4,24
Gone With The Wind,Soundtrack,4,25
The Four Tops Greatest Hits,Four Tops,4,26
A Gift From A Flower To A Garden,Donovan,4,27
History Of Otis Redding,Otis Redding,4,28
Headquarters,The Monkees,4,29
"The Lettermen!!!...And ""Live!""",The Lettermen,4,30
To Sir With Love,Lulu,4,31
When The Snow Is On The Roses,Ed Ames,4,32
Insight Out,The Association,4,33
Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass,4,34
The Doors,The Doors,4,35
Release Me,Engelbert Humperdinck,4,36
All Mitch Ryder Hits!,Mitch Ryder And The Detroit Wheels,4,37
The Best Of Wilson Pickett,Wilson Pickett,4,38
Alice's Restaurant,Soundtrack,4,39
Wild Honey,The Beach Boys,4,40
Clambake,Elvis Presley,4,41
Vanilla Fudge,Vanilla Fudge,4,42
The Cowsills,The Cowsills,4,43
Ravi Shankar At The Monterey International Pop Festival,Ravi Shankar,4,44
A Man And A Woman,Soundtrack,4,45
Snoopy And His Friends,The Royal Guardsmen,4,46
With Love - Cher,Cher,4,47
Cowboys & Colored People,FLiP,4,48
More Of The Monkees,The Monkees,4,49
!!Going Places!!,Herb Alpert & The Tijuana Brass,4,50
Born Free,Andy Williams,4,51
Bee Gees' 1st,Bee Gees,4,52
What Now My Love,Herb Alpert & The Tijuana Brass,4,53
Welcome To My World,Dean Martin,4,54
Groovin',The Rascals,4,55
Sounds Like...,Herb Alpert & The Tijuana Brass,4,56
Aretha Arrives,Aretha Franklin,4,57
The Byrds' Greatest Hits,The Byrds,4,58
Dancing In The Street,Ramsey Lewis,4,59
Movin' With Nancy,Nancy Sinatra,4,60
Doctor Dolittle,Soundtrack,4,61
For A Few Dollars More And Other Motion Picture Themes,L,4,62
Mary In The Morning,Al Martino,4,63
Album 1700,"Peter, Paul & Mary",4,64
Revenge,Bill Cosby,4,65
I Never Loved A Man The Way I Love You,Aretha Franklin,4,66
The Look Of Love,Claudine Longet,4,67
I-Feel-Like-I'm-Fixin'-To-Die,Country Joe & The Fish,4,68
Man Of La Mancha,Original Cast,4,69
Fresh Cream,Cream,4,70
Make It Happen,The Miracles,4,71
Please Love Me Forever,Bobby Vinton,4,72
The Sea,San Sebastian,4,73
Pata Pata,Miriam Makeba,4,74
The Monkees,The Monkees,4,75
"Bill Cosby Is A Very Funny Fellow, Right!",Bill Cosby,4,76
Anything Goes,Harpers Bizarre,4,77
United,Tammi Terrell,4,78
Bob Dylan's Greatest Hits,Bob Dylan,4,79
SRO,Herb Alpert & The Tijuana Brass,4,80
The Who Sell Out,The Who,4,81
"$1,000,000.00 Weekend",The Ventures,4,82
"Up, Up And Away",Johnny Mathis,4,83
"To Sir, With Love",Soundtrack,4,84
The Best Of Wes Montgomery,Wes Montgomery,4,85
My Cup Runneth Over,Ed Ames,4,86
Wonderfulness,Bill Cosby,4,87
The Letter / Neon Rainbow,The Box Tops,4,88
Wildflowers,Judy Collins,4,89
Get That Feeling,Jimi Hendrix,4,90
Sergio Mendes & Brasil '66,Sergio Mendes,4,91
Everybody Needs Love,Gladys Knight And The Pips,4,92
Hawaiian Album,Ray Conniff,4,93
Groovin' With The Soulful Strings,The Soulful Strings,4,94
Wear Your Love Like Heaven,Donovan,4,95
Ode To Billie Joe,Bobbie Gentry,4,96
Claudine,Claudine Longet,4,97
I Started Out As A Child,Bill Cosby,4,98
Blooming Hits,Paul Mauriat And His Orchestra,4,99
The Resurrection Of Pigboy Crabshaw,The Paul Butterfield Blues Band,4,100
Surrealistic Pillow,Jefferson Airplane,4,101
"The Best Of Herman's Hermits, Volume III",Herman's Hermits,4,102
Lonely Bull,Herb Alpert & The Tijuana Brass,4,103
Camelot,Original Cast Recording,4,104
Turn The World Around,Eddy Arnold,4,105
Four Tops Reach Out,Four Tops,4,106
Buffalo Springfield Again,The Buffalo Springfield,4,107
The Best Of Eddy Arnold,Eddy Arnold,4,108
This Is My Song,Ray Conniff,4,109
The Best Of Sonny & Cher,Sonny & Cher,4,110
Greatest Hits,Paul Revere & The Raiders,4,111
With A Lot O' Soul,The Temptations,4,112
South Of The Border,Herb Alpert & The Tijuana Brass,4,113
Fiddler On The Roof,Original Cast,4,114
"Evergreen, Vol. 2",Stone Poneys Featuring Linda Ronstadt,4,115
Equinox,Sergio Mendes,4,116
The Mamas & The Papas Deliver,The Mamas & The Papas,4,117
Golden Greats By The Ventures,The Ventures,4,118
Why Is There Air?,Bill Cosby,4,119
Smiley Smile,The Beach Boys,4,120
Soul Men,Sam & Dave,4,121
Bill Cosby Sings/Silver Throat,Bill Cosby,4,122
Greatest Hits,The Righteous Brothers,4,123
The Windows Of The World,Dionne Warwick,4,124
Super Hits,Various Artists,4,125
When The Whistle Blows Anything Goes,Soul Survivors,4,126
The Best Of The Animals,The Animals,4,127
Thoroughly Modern Millie,Soundtrack,4,128
Flowers,The Rolling Stones,4,129
Encore! More Of The Concert Sound Of Henry Mancini,Henry Mancini,4,130
The Piper At The Gates Of Dawn,Pink Floyd,4,131
By The Time I Get To Phoenix,Glen Campbell,4,132
The Best Of The Lovin' Spoonful,The Lovin' Spoonful,4,133
A Man And His Soul,Ray Charles,4,134
Collage,Noel Harrison,4,135
Misty Roses,The Sandpipers,4,136
Here Where There Is Love,Dionne Warwick,4,137
Respect,Jimmy Smith,4,138
The Look Of Love,Dusty Springfield,4,139
A Kind Of Hush,John Davidson,4,140
The Hollies' Greatest Hits,The Hollies,4,141
Hugh Masekela Is Alive And Well At The Whisky,Hugh Masekela,4,142
Frank Sinatra,Frank Sinatra,4,143
These Are My Songs,Petula Clark,4,144
Born Free,Roger Williams,4,145
Electric Music For The Mind And Body,Country Joe & The Fish,4,146
If You Can Believe Your Eyes And Ears,The Mamas & The Papas,4,147
Mantovani's Golden Hits,Mantovani,4,148
Mantovani/Hollywood,Mantovani,4,149
The Mamas & The Papas,The Mamas & The Papas,4,150
Jim Nabors By Request,Jim Nabors,4,151
"Up, Up And Away",The 5th Dimension,4,152
"Country, My Way",Nancy Sinatra,4,153
Clear Light,Clear Light,4,154
Without Her,Jack Jones,4,155
A Scratch In The Sky,The Cryan' Shames,4,156
Revolver,The Beatles,4,157
Music From Mission: Impossible,Lalo Schifrin,4,158
The Wild Angels,Davie Allan And The Arrows,4,159
The Magic Garden,The 5th Dimension,4,160
That's Life,Frank Sinatra,4,161
Child Of Clay,Jimmie Rodgers,4,162
"16 Original Big Hits, Volume 8",Various Artists,4,163
Ray Charles Invites You To Listen,Ray Charles,4,164
Somewhere My Love,Ray Conniff,4,165
Wave,Antonio Carlos Jobim,4,166
"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,4,167
Cry Young,Ahmad Jamal,4,168
"16 Original Big Hits, Volume 7",Various Artists,4,169
Mr. Dream Merchant,Jerry Butler,4,170
Collections,The Rascals,4,171
Everything Playing,The Lovin' Spoonful,4,172
The Best Of The Beach Boys,The Beach Boys,4,173
Forever Changes,Love,4,174
For Once In My Life,Tony Bennett,4,175
Winds Of Change,The Animals,4,176
Fowl Play,Baja Marimba Band,4,177
Lapland,The Baltimore And Ohio Marching Band,4,178
Temptations Live!,The Temptations,4,179
Mass In F Minor,The Electric Prunes,4,180
The John Gary Carnegie Hall Concert,John Gary,4,181
Eydie Gorme's Greatest Hits,Eydie Gorme,4,182
Heads Up!,Baja Marimba Band,4,183
Johnny's Greatest Hits,Johnny Mathis,4,184
"Time, Time",Ed Ames,4,185
Golden Hits,Roger Williams,4,186
A Fistful Of Dollars,Soundtrack,4,187
For All The Seasons Of Your Mind,Janis Ian,4,188
Class Guitar,Chet Atkins,4,189
Listen To The Warm,Rod McKuen,4,190
Big Hits (High Tide And Green Grass),The Rolling Stones,4,191
For Little Ones,Donovan,4,192
Reach Out,Burt Bacharach,4,193
Live For Life,Soundtrack,4,194
Otis Redding Live In Europe,Otis Redding,4,195
John Wesley Harding,Bob Dylan,4,196
Make Someone Happy,We Five,4,197
Something Super!,King Richard's Fluegel Knights,4,198
Lyndon Johnson's Lonely Hearts Club Band,Various Artists,4,199
Our Family Portrait,The Five Stairsteps,4,200
Magical Mystery Tour (Soundtrack),The Beatles,5,1
Their Satanic Majesties Request,The Rolling Stones,5,2
Diana Ross And The Supremes Greatest Hits,Diana Ross & The Supremes,5,3
"Pisces, Aquarius, Capricorn, And Jones Ltd.",The Monkees,5,4
Herb Alpert's Ninth,Herb Alpert & The Tijuana Brass,5,5
Sgt. Pepper's Lonely Hearts Club Band,The Beatles,5,6
The Turtles! Golden Hits,The Turtles,5,7
Disraeli Gears,Cream,5,8
Farewell To The First Golden Era,The Mamas & The Papas,5,9
The Last Waltz,Engelbert Humperdinck,5,10
Camelot,Soundtrack,5,11
It Must Be Him,Vikki Carr,5,12
The Sound Of Music,Soundtrack,5,13
"Dionne Warwick's Golden Hits, Part One",Dionne Warwick,5,14
A Day In The Life,Wes Montgomery,5,15
Doctor Zhivago,Soundtrack,5,16
After Bathing At Baxter's,Jefferson Airplane,5,17
"Love, Andy",Andy Williams,5,18
Are You Experienced?,Jimi Hendrix,5,19
The Temptations Greatest Hits,The Temptations,5,20
The Temptations In A Mellow Mood,The Temptations,5,21
Strange Days,The Doors,5,22
Simply Streisand,Barbra Streisand,5,23
The Four Tops Greatest Hits,Four Tops,5,24
Gone With The Wind,Soundtrack,5,25
History Of Otis Redding,Otis Redding,5,26
A Gift From A Flower To A Garden,Donovan,5,27
"The Lettermen!!!...And ""Live!""",The Lettermen,5,28
Headquarters,The Monkees,5,29
When The Snow Is On The Roses,Ed Ames,5,30
Wild Honey,The Beach Boys,5,31
Insight Out,The Association,5,32
Incense And Peppermints,Strawberry Alarm Clock,5,33
Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass,5,34
The Doors,The Doors,5,35
Vanilla Fudge,Vanilla Fudge,5,36
Alice's Restaurant,Soundtrack,5,37
The Best Of Wilson Pickett,Wilson Pickett,5,38
All Mitch Ryder Hits!,Mitch Ryder And The Detroit Wheels,5,39
To Sir With Love,Lulu,5,40
Clambake,Elvis Presley,5,41
Release Me,Engelbert Humperdinck,5,42
The Cowsills,The Cowsills,5,43
Ravi Shankar At The Monterey International Pop Festival,Ravi Shankar,5,44
Cowboys & Colored People,FLiP,5,45
Snoopy And His Friends,The Royal Guardsmen,5,46
A Man And A Woman,Soundtrack,5,47
John Wesley Harding,Bob Dylan,5,48
What Now My Love,Herb Alpert & The Tijuana Brass,5,49
More Of The Monkees,The Monkees,5,50
!!Going Places!!,Herb Alpert & The Tijuana Brass,5,51
Aretha Arrives,Aretha Franklin,5,52
Born Free,Andy Williams,5,53
Welcome To My World,Dean Martin,5,54
Groovin',The Rascals,5,55
Sounds Like...,Herb Alpert & The Tijuana Brass,5,56
Bee Gees' 1st,Bee Gees,5,57
Movin' With Nancy,Nancy Sinatra,5,58
For A Few Dollars More And Other Motion Picture Themes,L,5,59
With Love - Cher,Cher,5,60
Doctor Dolittle,Soundtrack,5,61
Please Love Me Forever,Bobby Vinton,5,62
Revenge,Bill Cosby,5,63
I Never Loved A Man The Way I Love You,Aretha Franklin,5,64
Mary In The Morning,Al Martino,5,65
Dancing In The Street,Ramsey Lewis,5,66
I-Feel-Like-I'm-Fixin'-To-Die,Country Joe & The Fish,5,67
The Sea,San Sebastian,5,68
The Monkees,The Monkees,5,69
The Look Of Love,Claudine Longet,5,70
Album 1700,"Peter, Paul & Mary",5,71
Man Of La Mancha,Original Cast,5,72
Blooming Hits,Paul Mauriat And His Orchestra,5,73
Make It Happen,The Miracles,5,74
"Bill Cosby Is A Very Funny Fellow, Right!",Bill Cosby,5,75
Sergio Mendes & Brasil '66,Sergio Mendes,5,76
The Byrds' Greatest Hits,The Byrds,5,77
SRO,Herb Alpert & The Tijuana Brass,5,78
Pata Pata,Miriam Makeba,5,79
The Who Sell Out,The Who,5,80
"$1,000,000.00 Weekend",The Ventures,5,81
Anything Goes,Harpers Bizarre,5,82
"Up, Up And Away",Johnny Mathis,5,83
The Best Of Wes Montgomery,Wes Montgomery,5,84
Wear Your Love Like Heaven,Donovan,5,85
Wonderfulness,Bill Cosby,5,86
The Letter / Neon Rainbow,The Box Tops,5,87
Get That Feeling,Jimi Hendrix,5,88
Wildflowers,Judy Collins,5,89
Bob Dylan's Greatest Hits,Bob Dylan,5,90
Fresh Cream,Cream,5,91
My Cup Runneth Over,Ed Ames,5,92
United,Tammi Terrell,5,93
The Mamas & The Papas Deliver,The Mamas & The Papas,5,94
The Resurrection Of Pigboy Crabshaw,The Paul Butterfield Blues Band,5,95
This Is My Song,Ray Conniff,5,96
Camelot,Original Cast Recording,5,97
Ode To Billie Joe,Bobbie Gentry,5,98
I Started Out As A Child,Bill Cosby,5,99
Claudine,Claudine Longet,5,100
Groovin' With The Soulful Strings,The Soulful Strings,5,101
"To Sir, With Love",Soundtrack,5,102
Everybody Needs Love,Gladys Knight And The Pips,5,103
Hawaiian Album,Ray Conniff,5,104
The Best Of Sonny & Cher,Sonny & Cher,5,105
Turn The World Around,Eddy Arnold,5,106
"Evergreen, Vol. 2",Stone Poneys Featuring Linda Ronstadt,5,107
Four Tops Reach Out,Four Tops,5,108
Greatest Hits,Paul Revere & The Raiders,5,109
With A Lot O' Soul,The Temptations,5,110
Lonely Bull,Herb Alpert & The Tijuana Brass,5,111
Surrealistic Pillow,Jefferson Airplane,5,112
South Of The Border,Herb Alpert & The Tijuana Brass,5,113
Fiddler On The Roof,Original Cast,5,114
The Best Of Eddy Arnold,Eddy Arnold,5,115
Soul Men,Sam & Dave,5,116
Golden Greats By The Ventures,The Ventures,5,117
Why Is There Air?,Bill Cosby,5,118
Super Hits,Various Artists,5,119
Equinox,Sergio Mendes,5,120
Greatest Hits,The Righteous Brothers,5,121
Bill Cosby Sings/Silver Throat,Bill Cosby,5,122
When The Whistle Blows Anything Goes,Soul Survivors,5,123
The Windows Of The World,Dionne Warwick,5,124
"The Best Of Herman's Hermits, Volume III",Herman's Hermits,5,125
Hugh Masekela Is Alive And Well At The Whisky,Hugh Masekela,5,126
Flowers,The Rolling Stones,5,127
The Best Of The Animals,The Animals,5,128
Encore! More Of The Concert Sound Of Henry Mancini,Henry Mancini,5,129
By The Time I Get To Phoenix,Glen Campbell,5,130
The Best Of The Lovin' Spoonful,The Lovin' Spoonful,5,131
Thoroughly Modern Millie,Soundtrack,5,132
A Man And His Soul,Ray Charles,5,133
The Piper At The Gates Of Dawn,Pink Floyd,5,134
Misty Roses,The Sandpipers,5,135
Buffalo Springfield Again,The Buffalo Springfield,5,136
Smiley Smile,The Beach Boys,5,137
Valley Of The Dolls,Soundtrack,5,138
The Look Of Love,Dusty Springfield,5,139
Collage,Noel Harrison,5,140
"Country, My Way",Nancy Sinatra,5,141
Here Where There Is Love,Dionne Warwick,5,142
Music From Mission: Impossible,Lalo Schifrin,5,143
The Magic Garden,The 5th Dimension,5,144
Born Free,Roger Williams,5,145
Frank Sinatra,Frank Sinatra,5,146
These Are My Songs,Petula Clark,5,147
Respect,Jimmy Smith,5,148
The Hollies' Greatest Hits,The Hollies,5,149
If You Can Believe Your Eyes And Ears,The Mamas & The Papas,5,150
Everything Playing,The Lovin' Spoonful,5,151
A Kind Of Hush,John Davidson,5,152
Clear Light,Clear Light,5,153
Forever Changes,Love,5,154
Jim Nabors By Request,Jim Nabors,5,155
"Up, Up And Away",The 5th Dimension,5,156
The Mamas & The Papas,The Mamas & The Papas,5,157
Ray Charles Invites You To Listen,Ray Charles,5,158
Wave,Antonio Carlos Jobim,5,159
That's Life,Frank Sinatra,5,160
Revolver,The Beatles,5,161
The Wild Angels,Davie Allan And The Arrows,5,162
"16 Original Big Hits, Volume 8",Various Artists,5,163
Mass In F Minor,The Electric Prunes,5,164
Somewhere My Love,Ray Conniff,5,165
Electric Music For The Mind And Body,Country Joe & The Fish,5,166
"16 Original Big Hits, Volume 7",Various Artists,5,167
Mr. Dream Merchant,Jerry Butler,5,168
"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,5,169
Collections,The Rascals,5,170
For Once In My Life,Tony Bennett,5,171
Fowl Play,Baja Marimba Band,5,172
Cry Young,Ahmad Jamal,5,173
Welcome To My Love,Nancy Wilson,5,174
Mantovani's Golden Hits,Mantovani,5,175
Jungle Book,Soundtrack,5,176
Lapland,The Baltimore And Ohio Marching Band,5,177
Make Someone Happy,We Five,5,178
Temptations Live!,The Temptations,5,179
The Best Of The Beach Boys,The Beach Boys,5,180
Otis Redding Live In Europe,Otis Redding,5,181
The John Gary Carnegie Hall Concert,John Gary,5,182
Heads Up!,Baja Marimba Band,5,183
Mantovani/Hollywood,Mantovani,5,184
Johnny's Greatest Hits,Johnny Mathis,5,185
Listen To The Warm,Rod McKuen,5,186
A Fistful Of Dollars,Soundtrack,5,187
Agnes English,John Fred And The Playboys,5,188
Reach Out,Burt Bacharach,5,189
The Notorious Byrd Brothers,The Byrds,5,190
"Time, Time",Ed Ames,5,191
Boots Randolph With The Knightsbridge Strings & Voices,Boots Randolph,5,192
Live For Life,Soundtrack,5,193
Winds Of Change,The Animals,5,194
Big Hits (High Tide And Green Grass),The Rolling Stones,5,195
Golden Hits,Roger Williams,5,196
Lyndon Johnson's Lonely Hearts Club Band,Various Artists,5,197
Something Super!,King Richard's Fluegel Knights,5,198
Our Family Portrait,The Five Stairsteps,5,199
Glory Of Love,Herbie Mann,5,200
Magical Mystery Tour (Soundtrack),The Beatles,6,1
Their Satanic Majesties Request,The Rolling Stones,6,2
Diana Ross And The Supremes Greatest Hits,Diana Ross & The Supremes,6,3
Herb Alpert's Ninth,Herb Alpert & The Tijuana Brass,6,4
John Wesley Harding,Bob Dylan,6,5
"Pisces, Aquarius, Capricorn, And Jones Ltd.",The Monkees,6,6
The Turtles! Golden Hits,The Turtles,6,7
Disraeli Gears,Cream,6,8
Farewell To The First Golden Era,The Mamas & The Papas,6,9
The Last Waltz,Engelbert Humperdinck,6,10
Camelot,Soundtrack,6,11
It Must Be Him,Vikki Carr,6,12
Sgt. Pepper's Lonely Hearts Club Band,The Beatles,6,13
"Dionne Warwick's Golden Hits, Part One",Dionne Warwick,6,14
A Day In The Life,Wes Montgomery,6,15
Doctor Zhivago,Soundtrack,6,16
Are You Experienced?,Jimi Hendrix,6,17
"Love, Andy",Andy Williams,6,18
The Temptations In A Mellow Mood,The Temptations,6,19
After Bathing At Baxter's,Jefferson Airplane,6,20
History Of Otis Redding,Otis Redding,6,21
Simply Streisand,Barbra Streisand,6,22
"The Lettermen!!!...And ""Live!""",The Lettermen,6,23
Gone With The Wind,Soundtrack,6,24
A Gift From A Flower To A Garden,Donovan,6,25
The Sound Of Music,Soundtrack,6,26
Strange Days,The Doors,6,27
When The Snow Is On The Roses,Ed Ames,6,28
The Temptations Greatest Hits,The Temptations,6,29
Wild Honey,The Beach Boys,6,30
Insight Out,The Association,6,31
Headquarters,The Monkees,6,32
The Four Tops Greatest Hits,Four Tops,6,33
Incense And Peppermints,Strawberry Alarm Clock,6,34
Vanilla Fudge,Vanilla Fudge,6,35
Blooming Hits,Paul Mauriat And His Orchestra,6,36
Alice's Restaurant,Soundtrack,6,37
The Best Of Wilson Pickett,Wilson Pickett,6,38
All Mitch Ryder Hits!,Mitch Ryder And The Detroit Wheels,6,39
Clambake,Elvis Presley,6,40
Cowboys & Colored People,FLiP,6,41
The Cowsills,The Cowsills,6,42
Ravi Shankar At The Monterey International Pop Festival,Ravi Shankar,6,43
Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass,6,44
Release Me,Engelbert Humperdinck,6,45
Snoopy And His Friends,The Royal Guardsmen,6,46
The Doors,The Doors,6,47
More Of The Monkees,The Monkees,6,48
Born Free,Andy Williams,6,49
!!Going Places!!,Herb Alpert & The Tijuana Brass,6,50
Sounds Like...,Herb Alpert & The Tijuana Brass,6,51
Please Love Me Forever,Bobby Vinton,6,52
Movin' With Nancy,Nancy Sinatra,6,53
Revenge,Bill Cosby,6,54
Aretha Arrives,Aretha Franklin,6,55
What Now My Love,Herb Alpert & The Tijuana Brass,6,56
Welcome To My World,Dean Martin,6,57
A Man And A Woman,Soundtrack,6,58
Groovin',The Rascals,6,59
Doctor Dolittle,Soundtrack,6,60
I Never Loved A Man The Way I Love You,Aretha Franklin,6,61
Man Of La Mancha,Original Cast,6,62
For A Few Dollars More And Other Motion Picture Themes,L,6,63
Wildflowers,Judy Collins,6,64
The Sea,San Sebastian,6,65
The Monkees,The Monkees,6,66
"$1,000,000.00 Weekend",The Ventures,6,67
The Who Sell Out,The Who,6,68
"Bill Cosby Is A Very Funny Fellow, Right!",Bill Cosby,6,69
I-Feel-Like-I'm-Fixin'-To-Die,Country Joe & The Fish,6,70
SRO,Herb Alpert & The Tijuana Brass,6,71
Bee Gees' 1st,Bee Gees,6,72
Album 1700,"Peter, Paul & Mary",6,73
Make It Happen,The Miracles,6,74
This Is My Song,Ray Conniff,6,75
Sergio Mendes & Brasil '66,Sergio Mendes,6,76
"Up, Up And Away",Johnny Mathis,6,77
Pata Pata,Miriam Makeba,6,78
With Love - Cher,Cher,6,79
Anything Goes,Harpers Bizarre,6,80
